Day,Time,Website,Hop No,IP,Time1,Time2,Time3
14 Apr,13:00:02,www.washington.edu,5,10.11.1.0,1.665,1.628,1.589
14 Apr,13:00:02,www.washington.edu,6,146.97.141.116,4.241,4.374,4.322
14 Apr,13:00:02,www.washington.edu,7,146.97.38.49,4.699,4.681,4.798
14 Apr,13:00:02,www.washington.edu,8,146.97.33.61,4.744,4.618,4.546
14 Apr,13:00:02,www.washington.edu,9,72.14.205.74,4.896,4.735,4.855
14 Apr,13:00:02,www.bijt.net,1,192.168.25.1,0.667,0.588,0.521
14 Apr,13:00:02,www.bijt.net,2,139.222.0.1,4.385,7.252,10.115
14 Apr,13:00:02,www.bijt.net,3,10.0.0.1,8.480,18.656,11.405
14 Apr,13:00:02,www.bijt.net,4,193.62.92.125,84.685,84.618,84.554
14 Apr,13:00:02,www.bijt.net,5,10.11.1.0,96.945,96.914,96.836
14 Apr,13:00:02,www.bijt.net,7,146.97.38.49,100.969,101.143,100.518
14 Apr,13:00:02,www.bijt.net,8,146.97.33.61,100.734,101.279,101.683
14 Apr,13:00:02,www.bijt.net,9,146.97.35.194,101.407,102.896,102.810
14 Apr,13:00:02,www.bijt.net,11,130.117.15.20,103.622,103.306,103.160
14 Apr,13:00:02,www.bijt.net,12,154.54.74.141,127.676,125.292,103.492
14 Apr,13:00:02,www.bijt.net,13,154.54.72.182,103.842,103.734,103.667
14 Apr,13:00:02,www.bijt.net,14,154.54.95.101,175.293,173.432,173.386
14 Apr,13:00:02,www.bijt.net,16,154.54.172.170,193.474,196.360,193.235
14 Apr,13:00:02,www.bijt.net,18,154.54.41.53,211.746,212.352,212.331
14 Apr,13:00:02,www.bijt.net,22,154.54.3.70,238.430,238.846,239.139
14 Apr,13:00:02,www.bijt.net,23,154.54.86.41,236.708,237.365,234.735
14 Apr,13:00:02,www.bijt.net,24,38.104.84.15,851.093,931.915,931.298
14 Apr,13:00:02,www.bijt.net,25,104.171.226.68,240.180,242.696,241.156
14 Apr,13:00:02,www.bijt.net,26,172.80.0.167,242.420,241.955,241.757
14 Apr,13:00:02,www.ntua.gr,1,192.168.25.1,1.318,1.218,1.148
14 Apr,13:00:02,www.ntua.gr,2,139.222.0.1,5.105,11.061,7.877
14 Apr,13:00:02,www.ntua.gr,3,10.0.0.1,7.014,12.270,19.317
14 Apr,13:00:02,www.ntua.gr,4,193.62.92.125,15.624,15.564,15.501
14 Apr,13:00:02,www.ntua.gr,5,10.11.1.0,16.206,16.094,16.012
14 Apr,13:00:02,www.ntua.gr,6,146.97.141.116,18.983,19.571,19.500
14 Apr,13:00:02,www.ntua.gr,7,146.97.38.49,19.639,20.400,20.588
14 Apr,13:00:02,www.ntua.gr,8,146.97.33.5,20.633,21.465,21.398
14 Apr,13:00:02,www.ntua.gr,14,62.40.124.43,69.165,66.976,71.176
14 Apr,13:00:02,www.ntua.gr,15,62.217.100.72,81.349,87.813,87.551
14 Apr,13:00:02,www.ntua.gr,16,62.217.96.169,89.406,91.768,89.078
14 Apr,13:00:02,www.harenet.ad.jp,1,192.168.25.1,1.436,1.378,1.332
14 Apr,13:00:02,www.harenet.ad.jp,2,139.222.0.1,11.381,5.143,8.106
14 Apr,13:00:02,www.harenet.ad.jp,3,10.0.0.1,4.772,7.918,11.142
14 Apr,13:00:02,www.harenet.ad.jp,4,193.62.92.125,10.101,10.055,10.013
14 Apr,13:00:02,www.harenet.ad.jp,5,10.11.1.0,24.321,24.261,24.209
14 Apr,13:00:02,www.harenet.ad.jp,6,146.97.141.116,29.175,29.444,29.364
14 Apr,13:00:02,www.harenet.ad.jp,7,146.97.38.49,29.998,30.840,30.745
14 Apr,13:00:02,www.harenet.ad.jp,8,146.97.33.61,31.847,33.367,34.094
14 Apr,13:00:02,www.harenet.ad.jp,9,146.97.35.194,32.226,32.165,31.951
14 Apr,13:00:02,www.harenet.ad.jp,10,62.115.175.106,31.777,32.719,32.636
14 Apr,13:00:02,www.harenet.ad.jp,11,62.115.142.244,35.043,33.455,34.046
14 Apr,13:00:02,www.harenet.ad.jp,12,62.115.139.142,32.078,31.741,31.496
14 Apr,13:00:02,www.harenet.ad.jp,13,62.115.135.25,37.599,36.196,37.654
14 Apr,13:00:02,www.harenet.ad.jp,14,62.115.137.5,42.379,47.566,50.488
14 Apr,13:00:02,www.harenet.ad.jp,16,62.115.139.221,260.294,260.340,252.567
14 Apr,13:00:02,www.harenet.ad.jp,20,211.125.114.65,285.892,272.751,277.765
14 Apr,16:00:01,www.washington.edu,1,192.168.25.1,0.732,0.649,0.584
14 Apr,16:00:01,www.washington.edu,2,139.222.0.1,7.114,3.999,10.165
14 Apr,16:00:01,www.washington.edu,3,10.0.0.1,11.257,3.902,8.225
14 Apr,16:00:01,www.washington.edu,4,193.62.92.125,1.377,1.318,1.229
14 Apr,16:00:01,www.washington.edu,5,10.11.1.0,1.536,1.450,1.400
14 Apr,16:00:01,www.washington.edu,6,146.97.141.116,4.339,4.201,4.152
14 Apr,16:00:01,www.washington.edu,7,146.97.38.49,4.571,4.721,4.666
14 Apr,16:00:01,www.washington.edu,8,146.97.33.5,5.352,5.123,5.056
14 Apr,16:00:01,www.washington.edu,11,62.40.125.18,77.632,78.618,78.591
14 Apr,16:00:01,www.washington.edu,12,163.253.1.116,148.036,147.935,147.862
14 Apr,16:00:01,www.washington.edu,13,163.253.1.3,147.800,148.877,147.050
14 Apr,16:00:01,www.washington.edu,14,163.253.1.139,147.583,147.402,147.441
14 Apr,16:00:01,www.washington.edu,15,163.253.2.17,147.835,147.386,147.353
14 Apr,16:00:01,www.washington.edu,16,163.253.2.74,146.710,146.690,146.592
14 Apr,16:00:01,www.washington.edu,17,163.253.1.245,149.464,147.788,149.055
14 Apr,16:00:01,www.washington.edu,18,163.253.1.242,147.160,148.964,147.377
14 Apr,16:00:01,www.washington.edu,19,163.253.1.171,148.654,148.109,148.068
14 Apr,16:00:01,www.washington.edu,20,163.253.1.157,147.913,147.156,147.111
14 Apr,16:00:01,www.washington.edu,21,64.57.28.54,145.291,145.219,145.297
14 Apr,16:00:01,www.washington.edu,25,128.95.0.66,146.008,149.568,146.511
14 Apr,16:00:01,www.bijt.net,1,192.168.25.1,0.607,0.522,0.452
14 Apr,16:00:01,www.bijt.net,2,139.222.0.1,4.252,7.254,10.550
14 Apr,16:00:01,www.bijt.net,3,10.0.0.1,4.177,7.050,10.223
14 Apr,16:00:01,www.bijt.net,4,193.62.92.125,1.212,1.152,1.234
14 Apr,16:00:01,www.bijt.net,5,10.11.1.0,1.777,1.716,1.655
14 Apr,16:00:01,www.bijt.net,6,146.97.141.116,4.285,4.334,4.261
14 Apr,16:00:01,www.bijt.net,7,146.97.38.49,4.464,5.028,4.952
14 Apr,16:00:01,www.bijt.net,8,146.97.33.61,4.966,4.702,4.627
14 Apr,16:00:01,www.bijt.net,9,146.97.35.194,4.565,4.647,4.525
14 Apr,16:00:01,www.bijt.net,11,130.117.15.20,5.299,5.370,5.191
14 Apr,16:00:01,www.bijt.net,12,154.54.74.141,7.298,6.199,6.967
14 Apr,16:00:01,www.bijt.net,13,154.54.72.182,5.771,5.823,5.522
14 Apr,16:00:01,www.bijt.net,14,154.54.95.101,75.124,75.124,74.983
14 Apr,16:00:01,www.bijt.net,15,154.54.30.121,79.032,79.296,79.057
14 Apr,16:00:01,www.bijt.net,16,154.54.172.170,92.686,95.846,95.765
14 Apr,16:00:01,www.bijt.net,17,154.54.29.134,102.476,111.764,102.610
14 Apr,16:00:01,www.bijt.net,18,154.54.41.53,112.043,112.321,112.287
14 Apr,16:00:01,www.bijt.net,19,154.54.165.26,134.696,133.994,134.239
14 Apr,16:00:01,www.bijt.net,20,154.54.166.70,133.293,133.190,133.365
14 Apr,16:00:01,www.bijt.net,21,154.54.45.162,140.417,142.502,139.896
14 Apr,16:00:01,www.bijt.net,22,154.54.27.118,139.317,139.257,139.902
14 Apr,16:00:01,www.bijt.net,23,154.54.86.41,136.994,136.644,136.904
14 Apr,16:00:01,www.bijt.net,24,38.104.84.15,142.932,143.761,143.126
14 Apr,16:00:01,www.bijt.net,25,104.171.226.68,142.939,142.823,142.965
14 Apr,16:00:01,www.bijt.net,26,172.80.0.167,142.439,142.629,142.136
14 Apr,16:00:01,www.ntua.gr,1,192.168.25.1,0.579,0.473,0.401
14 Apr,16:00:01,www.ntua.gr,2,139.222.0.1,4.073,6.688,9.835
14 Apr,16:00:01,www.ntua.gr,3,10.0.0.1,4.345,7.367,10.267
14 Apr,16:00:01,www.ntua.gr,4,193.62.92.125,1.132,1.075,1.058
14 Apr,16:00:01,www.ntua.gr,5,10.11.1.0,1.483,1.416,1.350
14 Apr,16:00:01,www.ntua.gr,6,146.97.141.116,4.394,4.361,4.278
14 Apr,16:00:01,www.ntua.gr,7,146.97.38.49,4.425,4.812,4.733
14 Apr,16:00:01,www.ntua.gr,8,146.97.33.5,5.231,5.068,5.094
14 Apr,16:00:01,www.ntua.gr,14,62.40.124.43,50.692,50.648,51.085
14 Apr,16:00:01,www.ntua.gr,15,62.217.100.72,63.942,60.383,60.408
14 Apr,16:00:01,www.ntua.gr,16,62.217.96.169,61.929,62.816,61.519
14 Apr,16:00:01,www.harenet.ad.jp,1,192.168.25.1,1.161,1.075,1.009
14 Apr,16:00:01,www.harenet.ad.jp,2,139.222.0.1,7.547,10.511,4.662
14 Apr,16:00:01,www.harenet.ad.jp,3,10.0.0.1,4.598,7.638,11.155
14 Apr,16:00:01,www.harenet.ad.jp,4,193.62.92.125,1.741,1.679,1.613
14 Apr,16:00:01,www.harenet.ad.jp,5,10.11.1.0,1.641,1.564,1.500
14 Apr,16:00:01,www.harenet.ad.jp,6,146.97.141.116,4.506,4.713,4.632
14 Apr,16:00:01,www.harenet.ad.jp,7,146.97.38.49,4.690,4.596,4.517
14 Apr,16:00:01,www.harenet.ad.jp,8,146.97.33.61,4.508,4.535,4.606
14 Apr,16:00:01,www.harenet.ad.jp,9,146.97.35.194,4.542,4.614,4.529
14 Apr,16:00:01,www.harenet.ad.jp,11,62.115.142.244,8.028,7.879,7.809
14 Apr,16:00:01,www.harenet.ad.jp,12,62.115.138.216,4.854,4.873,4.855
14 Apr,16:00:01,www.harenet.ad.jp,13,62.115.133.239,11.877,11.726,12.501
14 Apr,16:00:01,www.harenet.ad.jp,14,62.115.124.55,21.841,23.589,21.894
14 Apr,16:00:01,www.harenet.ad.jp,15,62.115.124.56,331.123,198.968,226.752
14 Apr,16:00:01,www.harenet.ad.jp,16,62.115.141.221,159.457,231.849,237.388
14 Apr,16:00:01,www.harenet.ad.jp,17,62.115.140.25,223.510,223.789,223.733
14 Apr,16:00:01,www.harenet.ad.jp,18,213.248.82.234,238.665,334.148,250.005
14 Apr,16:00:01,www.harenet.ad.jp,21,211.125.114.74,248.361,249.882,245.823
14 Apr,16:00:01,www.harenet.ad.jp,22,211.125.119.102,244.399,247.876,236.499
14 Apr,16:00:01,www.harenet.ad.jp,23,103.14.13.3,247.234,245.551,245.516
14 Apr,20:00:02,www.washington.edu,1,192.168.25.1,0.558,0.495,0.421
14 Apr,20:00:02,www.washington.edu,2,139.222.0.1,10.040,4.090,6.930
14 Apr,20:00:02,www.washington.edu,3,10.0.0.1,4.304,7.631,10.627
14 Apr,20:00:02,www.washington.edu,4,193.62.92.125,1.523,1.473,1.403
14 Apr,20:00:02,www.washington.edu,5,10.11.1.0,1.505,1.502,1.431
14 Apr,20:00:02,www.washington.edu,6,146.97.141.116,4.179,4.519,4.484
14 Apr,20:00:02,www.washington.edu,7,146.97.38.49,4.491,4.734,4.670
14 Apr,20:00:02,www.washington.edu,8,146.97.33.5,5.213,5.140,5.098
14 Apr,20:00:02,www.washington.edu,11,62.40.125.18,76.581,77.265,77.193
14 Apr,20:00:02,www.washington.edu,12,163.253.1.116,148.042,147.841,147.797
14 Apr,20:00:02,www.washington.edu,13,163.253.1.3,147.737,147.287,146.895
14 Apr,20:00:02,www.washington.edu,14,163.253.1.139,149.139,147.987,147.840
14 Apr,20:00:02,www.washington.edu,15,163.253.2.17,147.926,146.739,146.693
14 Apr,20:00:02,www.washington.edu,16,163.253.2.74,147.060,147.029,146.999
14 Apr,20:00:02,www.washington.edu,17,163.253.1.245,147.866,148.755,147.909
14 Apr,20:00:02,www.washington.edu,18,163.253.1.242,147.788,145.829,146.973
14 Apr,20:00:02,www.washington.edu,19,163.253.1.171,148.651,148.356,148.319
14 Apr,20:00:02,www.washington.edu,20,163.253.1.157,147.238,146.779,146.810
14 Apr,20:00:02,www.washington.edu,21,64.57.28.54,145.434,145.387,145.269
14 Apr,20:00:02,www.washington.edu,25,128.95.0.66,146.265,146.002,146.365
14 Apr,20:00:02,www.bijt.net,1,192.168.25.1,0.523,0.434,0.458
14 Apr,20:00:02,www.bijt.net,3,10.0.0.1,7.673,10.904,4.368
14 Apr,20:00:02,www.bijt.net,4,193.62.92.125,1.488,1.528,1.447
14 Apr,20:00:02,www.bijt.net,5,10.11.1.0,1.762,1.864,1.636
14 Apr,20:00:02,www.bijt.net,6,146.97.141.116,4.612,4.702,4.626
14 Apr,20:00:02,www.bijt.net,7,146.97.38.49,5.183,4.959,4.823
14 Apr,20:00:02,www.bijt.net,8,146.97.33.61,4.738,4.884,4.811
14 Apr,20:00:02,www.bijt.net,9,146.97.35.194,4.753,4.875,4.910
14 Apr,20:00:02,www.bijt.net,11,130.117.15.20,5.569,5.488,5.349
14 Apr,20:00:02,www.bijt.net,12,154.54.74.145,7.333,5.262,5.585
14 Apr,20:00:02,www.bijt.net,13,154.54.75.150,5.666,5.703,5.853
14 Apr,20:00:02,www.bijt.net,14,154.54.95.101,75.114,75.002,74.871
14 Apr,20:00:02,www.bijt.net,15,154.54.170.69,79.260,79.196,79.113
14 Apr,20:00:02,www.bijt.net,16,154.54.169.178,95.917,95.877,95.634
14 Apr,20:00:02,www.bijt.net,17,154.54.29.134,102.544,111.771,102.511
14 Apr,20:00:02,www.bijt.net,18,154.54.41.53,112.466,112.420,112.390
14 Apr,20:00:02,www.bijt.net,19,154.54.165.26,134.366,133.863,134.516
14 Apr,20:00:02,www.bijt.net,20,154.54.166.70,133.575,133.800,133.756
14 Apr,20:00:02,www.bijt.net,21,154.54.44.86,139.123,140.184,139.175
14 Apr,20:00:02,www.bijt.net,22,154.54.3.70,139.262,139.399,139.316
14 Apr,20:00:02,www.bijt.net,23,154.54.86.41,136.776,136.994,136.950
14 Apr,20:00:02,www.bijt.net,24,38.104.84.15,143.007,142.897,142.801
14 Apr,20:00:02,www.bijt.net,25,104.171.226.68,142.922,142.961,142.819
14 Apr,20:00:02,www.bijt.net,26,172.80.0.167,142.337,142.201,142.277
14 Apr,20:00:02,www.ntua.gr,1,192.168.25.1,0.612,0.507,0.435
14 Apr,20:00:02,www.ntua.gr,2,139.222.0.1,6.254,9.268,13.181
14 Apr,20:00:02,www.ntua.gr,3,10.0.0.1,10.973,4.581,7.667
14 Apr,20:00:02,www.ntua.gr,4,193.62.92.125,1.614,1.551,1.493
14 Apr,20:00:02,www.ntua.gr,5,10.11.1.0,1.930,1.854,1.795
14 Apr,20:00:02,www.ntua.gr,6,146.97.141.116,4.673,4.675,4.604
14 Apr,20:00:02,www.ntua.gr,7,146.97.38.49,4.840,8.249,8.172
14 Apr,20:00:02,www.ntua.gr,8,146.97.33.5,5.260,5.274,5.189
14 Apr,20:00:02,www.ntua.gr,14,62.40.124.43,50.551,50.725,59.538
14 Apr,20:00:02,www.ntua.gr,15,62.217.100.72,60.448,60.171,60.221
14 Apr,20:00:02,www.ntua.gr,16,62.217.96.169,61.544,62.351,61.312
14 Apr,20:00:02,www.harenet.ad.jp,1,192.168.25.1,0.856,0.774,0.708
14 Apr,20:00:02,www.harenet.ad.jp,2,139.222.0.1,4.649,7.332,10.308
14 Apr,20:00:02,www.harenet.ad.jp,3,10.0.0.1,4.419,7.376,10.626
14 Apr,20:00:02,www.harenet.ad.jp,4,193.62.92.125,1.465,1.316,1.231
14 Apr,20:00:02,www.harenet.ad.jp,5,10.11.1.0,1.429,1.572,1.305
14 Apr,20:00:02,www.harenet.ad.jp,6,146.97.141.116,4.368,4.716,4.648
14 Apr,20:00:02,www.harenet.ad.jp,7,146.97.38.49,4.829,4.692,4.619
14 Apr,20:00:02,www.harenet.ad.jp,8,146.97.33.61,4.558,4.822,4.743
14 Apr,20:00:02,www.harenet.ad.jp,9,146.97.35.194,4.773,4.756,4.676
14 Apr,20:00:02,www.harenet.ad.jp,11,62.115.142.244,7.382,6.773,8.599
14 Apr,20:00:02,www.harenet.ad.jp,12,62.115.138.216,5.011,5.033,4.843
14 Apr,20:00:02,www.harenet.ad.jp,15,62.115.136.145,281.483,159.133,159.500
14 Apr,20:00:02,www.harenet.ad.jp,16,62.115.138.201,237.766,231.305,233.518
14 Apr,20:00:02,www.harenet.ad.jp,17,62.115.140.25,224.633,332.025,158.956
14 Apr,20:00:02,www.harenet.ad.jp,18,213.248.82.234,237.803,237.419,237.385
14 Apr,20:00:02,www.harenet.ad.jp,21,211.125.114.70,245.266,244.369,247.351
15 Apr,06:00:02,www.washington.edu,1,192.168.25.1,0.587,0.495,0.450
15 Apr,06:00:02,www.washington.edu,2,139.222.0.1,7.473,10.271,14.772
15 Apr,06:00:02,www.washington.edu,3,10.0.0.1,4.778,7.792,13.820
15 Apr,06:00:02,www.washington.edu,4,193.62.92.125,1.472,1.403,1.346
15 Apr,06:00:02,www.washington.edu,5,10.11.1.0,1.611,1.524,1.448
15 Apr,06:00:02,www.washington.edu,6,146.97.141.116,4.164,4.652,4.569
15 Apr,06:00:02,www.washington.edu,7,146.97.38.49,4.611,4.858,4.769
15 Apr,06:00:02,www.washington.edu,9,72.14.205.74,4.830,4.777,4.691
15 Apr,06:00:02,www.bijt.net,1,192.168.25.1,1.069,0.935,0.862
15 Apr,06:00:02,www.bijt.net,2,139.222.0.1,7.841,4.627,10.440
15 Apr,06:00:02,www.bijt.net,3,10.0.0.1,4.470,7.162,10.361
15 Apr,06:00:02,www.bijt.net,4,193.62.92.125,1.328,1.249,1.185
15 Apr,06:00:02,www.bijt.net,5,10.11.1.0,1.724,1.607,1.672
15 Apr,06:00:02,www.bijt.net,6,146.97.141.116,4.783,4.544,4.436
15 Apr,06:00:02,www.bijt.net,7,146.97.38.49,7.323,6.658,6.587
15 Apr,06:00:02,www.bijt.net,8,146.97.33.61,5.263,6.749,6.673
15 Apr,06:00:02,www.bijt.net,9,146.97.35.194,5.379,5.290,5.209
15 Apr,06:00:02,www.bijt.net,11,130.117.15.20,5.927,5.851,5.535
15 Apr,06:00:02,www.bijt.net,12,154.54.74.141,7.856,7.597,7.961
15 Apr,06:00:02,www.bijt.net,13,154.54.75.150,6.425,6.207,6.126
15 Apr,06:00:02,www.bijt.net,14,154.54.167.69,75.089,75.003,75.004
15 Apr,06:00:02,www.bijt.net,15,154.54.30.121,79.778,79.452,79.406
15 Apr,06:00:02,www.bijt.net,16,154.54.172.170,92.945,93.335,92.559
15 Apr,06:00:02,www.bijt.net,17,154.54.29.134,102.566,111.947,102.466
15 Apr,06:00:02,www.bijt.net,18,154.54.40.249,112.460,112.389,112.341
15 Apr,06:00:02,www.bijt.net,19,154.54.165.30,134.495,134.929,134.844
15 Apr,06:00:02,www.bijt.net,20,154.54.166.70,133.456,133.884,133.556
15 Apr,06:00:02,www.bijt.net,21,154.54.45.162,146.309,140.541,139.240
15 Apr,06:00:02,www.bijt.net,22,154.54.27.118,139.126,140.018,139.971
15 Apr,06:00:02,www.bijt.net,23,154.54.86.41,137.048,137.042,136.920
15 Apr,06:00:02,www.bijt.net,24,38.104.84.15,143.190,143.314,143.897
15 Apr,06:00:02,www.bijt.net,25,104.171.226.68,143.079,143.030,144.782
15 Apr,06:00:02,www.bijt.net,26,172.80.0.167,142.664,142.498,142.591
15 Apr,06:00:02,www.ntua.gr,1,192.168.25.1,0.605,0.498,0.470
15 Apr,06:00:02,www.ntua.gr,2,139.222.0.1,4.186,6.938,10.261
15 Apr,06:00:02,www.ntua.gr,3,10.0.0.1,11.892,15.290,18.480
15 Apr,06:00:02,www.ntua.gr,4,193.62.92.125,1.426,1.366,1.325
15 Apr,06:00:02,www.ntua.gr,5,10.11.1.0,1.515,1.474,1.430
15 Apr,06:00:02,www.ntua.gr,6,146.97.141.116,4.297,4.639,4.591
15 Apr,06:00:02,www.ntua.gr,7,146.97.38.49,4.802,4.788,4.730
15 Apr,06:00:02,www.ntua.gr,8,146.97.33.5,5.318,5.192,5.196
15 Apr,06:00:02,www.ntua.gr,14,62.40.124.43,50.600,50.709,50.877
15 Apr,06:00:02,www.ntua.gr,15,62.217.100.72,66.803,60.275,60.469
15 Apr,06:00:02,www.ntua.gr,16,62.217.96.169,62.161,61.758,67.356
15 Apr,06:00:02,www.harenet.ad.jp,1,192.168.25.1,0.803,0.759,0.673
15 Apr,06:00:02,www.harenet.ad.jp,2,139.222.0.1,7.042,9.538,12.463
15 Apr,06:00:02,www.harenet.ad.jp,4,193.62.92.125,1.537,1.479,1.423
15 Apr,06:00:02,www.harenet.ad.jp,5,10.11.1.0,1.608,1.529,1.470
15 Apr,06:00:02,www.harenet.ad.jp,6,146.97.141.116,4.655,4.453,4.382
15 Apr,06:00:02,www.harenet.ad.jp,7,146.97.38.49,5.848,5.736,5.656
15 Apr,06:00:02,www.harenet.ad.jp,8,146.97.33.61,5.118,4.973,4.908
15 Apr,06:00:02,www.harenet.ad.jp,9,146.97.35.194,4.828,4.905,4.849
15 Apr,06:00:02,www.harenet.ad.jp,11,62.115.142.244,6.977,8.634,8.557
15 Apr,06:00:02,www.harenet.ad.jp,12,62.115.139.142,5.170,5.523,5.189
15 Apr,06:00:02,www.harenet.ad.jp,13,62.115.135.25,13.722,12.619,12.539
15 Apr,06:00:02,www.harenet.ad.jp,14,62.115.138.227,24.418,16.939,24.119
15 Apr,06:00:02,www.harenet.ad.jp,15,62.115.140.39,159.951,224.747,159.906
15 Apr,06:00:02,www.harenet.ad.jp,16,62.115.142.37,226.856,236.483,224.271
15 Apr,06:00:02,www.harenet.ad.jp,17,62.115.140.25,224.983,224.692,226.447
15 Apr,06:00:02,www.harenet.ad.jp,18,62.115.143.237,333.432,237.598,237.146
15 Apr,06:00:02,www.harenet.ad.jp,20,211.125.114.65,245.092,244.158,243.204
15 Apr,06:00:02,www.harenet.ad.jp,21,211.125.119.102,244.487,244.844,244.197
15 Apr,06:00:02,www.harenet.ad.jp,22,211.125.114.65,259.781,256.624,260.041
15 Apr,06:00:02,www.harenet.ad.jp,23,211.125.119.102,252.708,260.420,246.648
15 Apr,13:00:02,www.washington.edu,1,192.168.25.1,0.574,0.542,0.519
15 Apr,13:00:02,www.washington.edu,2,139.222.0.1,7.119,4.253,10.004
15 Apr,13:00:02,www.washington.edu,3,10.0.0.1,10.416,4.186,7.446
15 Apr,13:00:02,www.washington.edu,4,193.62.92.125,1.730,1.706,1.684
15 Apr,13:00:02,www.washington.edu,5,10.11.1.0,1.843,1.802,1.779
15 Apr,13:00:02,www.washington.edu,6,146.97.141.116,4.474,4.768,4.725
15 Apr,13:00:02,www.washington.edu,7,146.97.38.49,34.970,33.732,33.690
15 Apr,13:00:02,www.washington.edu,8,146.97.33.5,5.472,5.397,5.362
15 Apr,13:00:02,www.washington.edu,11,62.40.125.18,77.214,78.332,78.294
15 Apr,13:00:02,www.washington.edu,12,163.253.1.116,148.784,148.753,146.355
15 Apr,13:00:02,www.washington.edu,13,163.253.1.107,147.623,146.998,146.921
15 Apr,13:00:02,www.washington.edu,14,163.253.1.139,146.778,147.475,147.938
15 Apr,13:00:02,www.washington.edu,15,163.253.2.17,147.910,146.705,146.661
15 Apr,13:00:02,www.washington.edu,16,163.253.2.74,149.506,147.904,148.013
15 Apr,13:00:02,www.washington.edu,17,163.253.1.245,147.917,147.878,147.798
15 Apr,13:00:02,www.washington.edu,18,163.253.1.242,146.788,146.736,148.988
15 Apr,13:00:02,www.washington.edu,19,163.253.1.171,148.943,148.762,148.725
15 Apr,13:00:02,www.washington.edu,20,163.253.1.157,148.562,148.508,148.470
15 Apr,13:00:02,www.washington.edu,21,64.57.28.54,145.371,145.682,145.644
15 Apr,13:00:02,www.washington.edu,25,128.95.0.66,146.299,148.942,148.606
15 Apr,13:00:02,www.bijt.net,1,192.168.25.1,0.753,0.703,0.615
15 Apr,13:00:02,www.bijt.net,2,139.222.0.1,4.251,12.034,7.064
15 Apr,13:00:02,www.bijt.net,3,10.0.0.1,4.118,7.179,10.712
15 Apr,13:00:02,www.bijt.net,4,193.62.92.125,1.459,1.414,1.365
15 Apr,13:00:02,www.bijt.net,5,10.11.1.0,1.651,1.607,1.568
15 Apr,13:00:02,www.bijt.net,6,146.97.141.116,4.406,4.740,4.696
15 Apr,13:00:02,www.bijt.net,7,146.97.38.49,4.837,4.739,4.642
15 Apr,13:00:02,www.bijt.net,8,146.97.33.61,5.321,4.909,4.864
15 Apr,13:00:02,www.bijt.net,9,146.97.35.194,4.824,4.808,4.757
15 Apr,13:00:02,www.bijt.net,11,130.117.15.20,5.682,5.268,5.218
15 Apr,13:00:02,www.bijt.net,13,154.54.75.150,5.539,5.451,5.590
15 Apr,13:00:02,www.bijt.net,14,154.54.167.69,75.515,74.802,74.871
15 Apr,13:00:02,www.bijt.net,15,154.54.170.69,79.096,79.061,79.028
15 Apr,13:00:02,www.bijt.net,16,154.54.169.178,95.846,92.642,92.613
15 Apr,13:00:02,www.bijt.net,17,154.54.40.110,111.863,111.755,111.740
15 Apr,13:00:02,www.bijt.net,18,154.54.40.249,112.549,112.505,112.476
15 Apr,13:00:02,www.bijt.net,19,154.54.165.30,134.118,134.318,134.026
15 Apr,13:00:02,www.bijt.net,20,154.54.166.58,133.244,137.060,133.405
15 Apr,13:00:02,www.bijt.net,21,154.54.44.86,139.113,139.265,139.222
15 Apr,13:00:02,www.bijt.net,22,154.54.3.70,139.182,139.296,139.141
15 Apr,13:00:02,www.bijt.net,23,154.54.86.41,136.937,137.502,137.433
15 Apr,13:00:02,www.bijt.net,24,38.104.84.15,143.545,143.277,142.798
15 Apr,13:00:02,www.bijt.net,25,104.171.226.68,142.750,142.575,143.191
15 Apr,13:00:02,www.bijt.net,26,172.80.0.167,142.242,142.258,142.395
15 Apr,13:00:02,www.ntua.gr,1,192.168.25.1,0.793,0.711,0.619
15 Apr,13:00:02,www.ntua.gr,2,139.222.0.1,5.941,13.853,16.752
15 Apr,13:00:02,www.ntua.gr,3,10.0.0.1,4.545,7.511,10.742
15 Apr,13:00:02,www.ntua.gr,4,193.62.92.125,1.444,1.353,1.266
15 Apr,13:00:02,www.ntua.gr,5,10.11.1.0,1.750,1.805,1.709
15 Apr,13:00:02,www.ntua.gr,6,146.97.141.116,4.378,4.775,4.706
15 Apr,13:00:02,www.ntua.gr,7,146.97.38.49,5.163,5.317,5.239
15 Apr,13:00:02,www.ntua.gr,8,146.97.33.5,5.752,5.695,5.634
15 Apr,13:00:02,www.ntua.gr,14,62.40.124.43,51.310,51.186,51.381
15 Apr,13:00:02,www.ntua.gr,15,62.217.100.72,60.535,60.557,60.595
15 Apr,13:00:02,www.ntua.gr,16,62.217.96.169,61.608,61.800,61.709
15 Apr,13:00:02,www.harenet.ad.jp,1,192.168.25.1,0.964,0.878,0.812
15 Apr,13:00:02,www.harenet.ad.jp,2,139.222.0.1,4.698,10.536,7.467
15 Apr,13:00:02,www.harenet.ad.jp,3,10.0.0.1,4.445,7.337,10.270
15 Apr,13:00:02,www.harenet.ad.jp,4,193.62.92.125,1.306,1.221,1.549
15 Apr,13:00:02,www.harenet.ad.jp,5,10.11.1.0,1.635,1.574,1.515
15 Apr,13:00:02,www.harenet.ad.jp,6,146.97.141.116,4.282,4.218,4.150
